battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1669,0,1.4,1,7,1,13,0.7,129,2,3,516,1908,847,5,10,8,1,0,1,1
1229,1,1.5,0,3,0,11,0.8,146,2,10,972,833,3083,5,4,16,1,1,1,2
655,1,1.8,1,3,0,42,0.9,90,6,4,411,1582,2647,18,4,11,1,0,0,3
1932,1,1.5,0,8,0,43,0.6,181,5,3,123,1817,1456,16,8,3,0,1,1,0
641,0,2.8,0,0,1,13,0.3,182,6,2,1429,554,2405,7,6,9,1,0,0,1
985,0,0.7,1,6,0,22,0.4,117,4,13,438,1672,3306,12,2,18,1,0,0,2
549,1,2.5,0,13,0,48,0.2,90,7,11,289,1125,3833,7,1,14,1,1,1,3
529,0,2,0,7,0,40,0.3,186,7,12,386,779,941,18,11,2,1,0,0,0
890,0,1.8,0,1,1,24,0.8,117,4,8,1731,633,2665,17,3,8,1,0,0,1
1508,0,2.7,1,11,1,27,0.4,103,1,8,411,1004,3421,14,6,12,1,1,0,2
749,1,1.7,1,17,0,46,0.9,195,5,9,1831,800,2411,9,0,12,1,0,0,3
1752,1,1.6,0,17,1,52,0.8,109,4,8,1188,997,914,11,2,14,1,1,0,0
1307,1,1.2,0,3,0,32,1,128,1,6,1052,1255,668,11,15,4,1,1,1,1
1663,0,1.8,0,8,1,7,0.8,106,7,3,106,1285,2146,13,7,5,1,1,1,2
1241,1,1.1,0,6,0,42,0.1,194,5,15,200,1100,3044,11,14,2,0,1,1,3
1851,0,0.8,1,8,1,23,1,187,5,14,126,1412,1882,8,7,15,1,1,0,0
783,1,1.2,0,0,0,42,0.6,148,5,13,1595,1618,1290,17,1,19,0,0,1,1
1350,0,1.8,1,17,0,15,0.4,101,5,13,506,1180,2098,18,16,9,1,0,1,2
1796,0,1.5,0,4,1,24,0.3,198,4,11,352,817,3393,6,14,5,1,1,0,3
785,0,2.4,0,10,0,5,0.3,98,4,6,850,681,1060,8,17,19,1,1,1,0
1461,0,1.5,0,6,0,3,0.4,137,2,14,1547,1120,2370,7,17,4,1,0,1,1
705,0,0.9,1,2,1,2,0.8,120,1,14,146,1917,3579,6,13,11,1,1,1,2
933,0,2.6,0,11,1,52,0.9,130,1,0,340,633,2919,6,11,13,1,1,0,3
1607,1,2.7,0,15,1,58,0.4,87,5,16,479,1701,1351,11,15,15,1,1,1,0
1768,0,0.7,1,4,0,7,0.4,106,5,10,750,652,409,13,3,18,1,1,1,1
1300,1,2.7,0,17,0,5,0.6,138,7,19,1420,945,3663,9,0,4,0,0,0,2
1336,0,2.7,1,5,1,62,0.9,192,2,6,1595,1247,3754,5,5,19,1,1,1,3
1076,1,1.9,1,2,1,27,0.5,135,6,7,1548,789,574,9,8,19,1,0,1,0
573,1,1.4,0,10,0,10,0.1,92,5,11,206,523,2810,10,4,10,0,0,1,1
1450,0,1.8,0,14,1,63,1,92,3,4,790,1616,3203,6,6,16,1,1,0,2
612,0,1.8,1,9,0,43,0.2,153,7,8,1291,1288,2623,13,0,7,1,0,1,3
1806,1,0.6,1,15,0,14,0.7,182,6,2,1011,1050,1236,18,6,3,0,0,1,0
1656,1,1,0,1,0,30,0.4,179,2,2,756,1657,470,18,2,10,1,0,0,1
598,0,1.8,1,11,1,3,0.2,86,3,18,1845,943,1666,11,11,12,1,1,0,2
770,0,0.7,0,0,0,14,0.7,157,3,15,1902,1296,3345,18,7,6,1,0,1,3
1655,1,0.7,1,11,1,19,0.6,108,3,5,657,1299,1469,8,13,4,1,0,1,0
735,1,2.9,1,13,0,17,0.4,111,7,0,580,893,1918,10,5,10,1,0,0,1
1663,1,1,1,17,1,11,0.7,182,5,6,195,592,2143,5,3,17,1,1,0,2
1370,1,1.4,1,17,0,30,0.4,143,5,16,1664,1437,3933,15,4,12,1,0,1,3
1448,1,0.6,0,5,1,3,0.2,88,4,16,37,1270,1939,6,11,2,1,1,0,0
728,0,0.7,1,8,0,55,0.7,106,3,7,134,1959,2548,17,8,5,0,0,0,1
1740,1,2.4,0,1,1,47,0.2,116,1,11,1423,876,2623,5,6,13,1,0,0,2
1803,1,2.3,0,12,0,14,0.3,150,1,18,773,1933,2884,11,17,2,1,0,1,3
830,0,1.9,1,2,1,56,0.2,106,7,6,689,781,970,17,6,7,1,1,0,0
1979,0,0.7,0,3,1,58,0.4,80,3,15,491,1303,2505,8,17,3,1,1,1,1
1575,0,2.1,1,13,0,9,0.6,131,3,11,1867,995,3812,12,11,2,0,0,0,2
1284,1,2.5,0,4,0,38,0.7,147,3,13,1034,693,3063,7,15,19,0,0,0,3
530,1,0.9,1,3,0,25,0.3,180,5,11,1625,1959,873,7,4,10,0,0,0,0
1545,0,0.8,0,0,0,14,0.8,122,5,9,719,1888,1662,6,17,6,1,0,0,1
1373,1,3,1,12,1,8,0.8,88,3,4,152,1881,3661,17,16,3,1,1,0,2
872,1,2.1,0,4,0,42,0.4,109,5,11,641,580,2284,11,16,10,1,1,0,3
1250,0,2.1,1,0,0,6,0.9,158,2,17,695,1374,828,12,13,4,0,0,0,0
743,1,0.7,1,13,1,16,0.6,195,4,10,841,726,2203,10,14,3,1,0,0,1
1797,0,1.2,1,5,1,52,0.7,148,2,7,517,1874,3325,10,9,10,1,1,1,2
1993,1,3,0,14,1,15,0.6,134,2,10,50,1806,3884,8,8,2,1,0,1,3
1431,0,1.7,1,5,1,60,0.6,172,7,15,821,979,1865,5,6,9,1,0,0,0
1876,1,0.8,0,1,1,21,0.3,121,6,13,532,500,2491,12,3,12,1,0,0,1
694,1,2,0,3,0,20,0.4,111,1,12,336,1977,2803,17,2,15,0,1,1,2
1868,1,0.9,0,7,1,51,0.2,180,5,6,982,888,2595,9,4,13,1,0,1,3
1006,0,2.5,1,12,0,49,0.2,88,5,13,1564,1677,1552,5,3,11,1,0,1,0
1788,1,1.2,1,9,0,62,0.7,158,1,18,1714,1964,2175,5,10,4,1,0,1,1
1125,1,2.8,0,5,1,37,0.5,146,1,0,1810,1244,2805,14,13,16,1,0,1,2
1760,1,2.8,0,9,1,44,0.4,87,3,2,1221,1052,3096,10,15,15,1,0,1,3
1825,0,0.9,0,0,0,56,0.6,193,3,15,715,1718,1432,13,11,8,0,0,1,0
635,0,2.8,0,12,1,44,0.4,122,6,0,574,1057,1524,14,3,5,1,0,0,1
1669,1,0.7,1,11,1,12,0.9,166,1,4,638,1675,2004,14,3,12,1,1,0,2
1010,1,0.8,0,7,0,52,0.7,190,2,7,781,1131,2535,8,5,19,0,0,1,3
1340,1,0.6,1,7,1,12,0.7,144,7,3,1543,1053,1448,9,13,11,1,1,0,0
1854,0,2.6,0,5,1,8,0.8,88,3,13,953,904,2403,18,10,9,1,1,1,1
1603,1,0.5,0,2,1,25,0.7,160,4,3,1510,1651,3852,12,7,19,1,0,1,2
933,1,0.8,1,12,1,23,0.4,90,4,2,289,1268,3181,8,9,6,1,0,0,3
1261,0,2.9,1,18,0,59,0.6,83,4,8,1280,1122,1196,15,15,19,0,0,0,0
1348,1,0.6,0,9,1,63,0.6,125,6,17,593,1559,1176,16,5,2,1,1,0,1
1088,0,1,0,0,0,37,0.4,157,6,1,988,980,1240,17,6,3,0,0,0,2
1503,1,2.8,1,10,0,55,1,122,5,10,1842,1679,3288,15,8,11,0,0,0,3
574,0,2.7,1,11,0,60,0.3,93,4,19,241,1655,1208,12,8,14,0,0,0,0
1043,0,2.6,1,8,0,9,0.6,178,2,17,814,1862,605,6,6,12,1,1,1,1
1422,0,2.2,1,8,1,22,0.9,99,5,8,854,1940,3890,9,12,7,1,0,0,2
1920,0,1.3,0,16,1,51,0.2,151,7,9,325,697,2453,7,12,7,1,0,1,3
1273,0,1.3,0,7,1,15,0.9,118,3,17,1176,1725,1815,10,11,7,1,0,0,0
1247,1,1.5,0,5,1,21,0.2,153,5,1,1269,645,2639,8,17,18,1,0,0,1
1274,0,2.7,0,9,1,15,0.7,89,7,16,1781,1587,3498,17,9,10,1,0,1,2
1022,1,2.9,0,3,1,54,0.2,125,2,13,1214,883,2562,14,16,15,1,0,1,3
632,0,0.8,1,15,1,60,0.3,199,5,9,852,1829,1774,17,5,18,1,1,1,0
1618,1,1.5,0,12,1,26,0.7,109,5,5,1911,1079,840,16,1,15,1,0,0,1
660,1,2.6,1,17,0,42,0.8,116,2,4,23,834,2640,15,16,4,1,0,0,2
1542,1,0.6,1,0,0,61,0.7,168,4,8,169,794,3337,12,15,16,1,1,0,3
1467,1,2.6,0,9,0,62,0.4,192,2,12,421,1422,1730,16,17,18,1,0,1,0
1483,0,2.1,1,6,0,24,0.9,152,1,6,1715,649,2501,14,15,15,0,0,0,1
1613,1,2.8,1,5,1,48,0.4,129,3,9,576,1285,1352,15,9,10,1,0,0,2
892,0,2.6,1,13,1,17,0.5,188,5,16,1811,1946,2562,9,12,2,1,0,0,3
1734,1,1.5,1,5,0,50,0.7,177,4,9,1381,644,1572,11,15,2,0,0,0,0
1721,0,0.7,1,12,0,63,0.7,151,3,13,643,1754,1401,16,15,8,0,0,1,1
1617,0,0.9,0,7,1,46,0.9,124,7,3,1540,1870,2817,17,7,19,1,0,0,2
525,0,1,1,17,0,28,0.5,132,1,18,790,809,2833,17,8,2,1,0,0,3
1471,1,0.9,0,2,1,44,0.9,113,5,10,426,1701,759,18,6,19,1,1,0,0
1544,0,1.3,1,13,1,47,0.9,85,2,3,1318,1290,840,9,5,14,1,1,0,1
802,1,1.6,0,8,1,8,0.4,128,5,17,1645,1929,2438,13,8,19,1,1,1,2
1748,1,1.8,0,0,1,31,0.6,84,1,17,416,589,3953,8,17,6,1,1,0,3
1955,1,0.5,1,3,0,34,0.5,158,2,14,692,1849,1865,13,7,3,0,0,1,0
1463,0,1.2,1,3,0,34,0.4,148,5,6,1579,1181,1527,10,14,7,1,1,1,1
1303,0,2.7,0,11,0,3,0.7,97,4,10,346,1472,2640,7,8,19,0,1,0,2
1030,1,2.7,0,8,1,35,0.5,185,4,13,1495,1769,3574,9,14,15,1,0,1,3
663,0,1.4,1,10,1,42,0.3,176,1,15,118,960,1671,12,8,8,1,0,1,0
1082,1,2.1,0,5,1,49,0.7,103,7,9,1602,890,1373,13,7,2,1,1,1,1
1789,0,0.5,1,10,1,49,0.1,131,4,17,468,1845,2259,8,14,19,1,0,1,2
1093,0,2.5,0,8,1,55,0.8,196,4,11,1375,1120,3635,7,7,4,1,1,1,3
1900,1,0.7,0,13,0,14,0.2,88,2,11,1737,1776,1274,17,7,5,1,0,0,0
1656,0,2.4,0,11,1,45,0.8,82,7,3,280,1708,873,9,11,10,1,0,1,1
1267,1,2.3,1,2,1,47,0.6,134,4,12,476,1416,1867,7,3,15,1,0,0,2
1716,1,2.9,1,16,0,23,0.7,179,6,14,510,1659,3824,10,0,11,0,0,0,3
1224,0,2.1,0,18,0,51,0.3,101,6,0,763,1105,1765,5,5,4,1,1,0,0
704,0,0.8,1,6,0,32,0.4,130,3,15,293,857,2575,7,1,6,1,1,0,1
1572,1,1.5,1,15,0,53,0.3,152,5,11,1803,1974,2103,14,6,2,0,1,1,2
1145,0,1.9,0,14,1,40,0.8,176,2,9,1839,811,3424,13,1,15,1,1,1,3
1881,1,2.7,1,6,0,56,0.9,187,6,0,730,1382,489,13,1,2,0,1,0,0
633,1,2.2,1,7,0,20,0.1,175,4,17,289,1695,2020,16,2,16,1,0,1,1
1819,0,1.3,0,6,0,9,0.7,133,3,14,1183,1516,3288,5,13,2,0,1,0,2
1108,1,2.1,0,4,0,20,0.7,129,1,4,1900,1122,3924,14,6,6,1,1,0,3
880,0,1.5,1,0,1,16,0.1,184,5,18,1289,1380,430,14,13,17,1,0,1,0
776,1,1.3,1,5,0,34,0.8,193,1,11,240,703,1976,17,12,11,0,0,1,1
1054,1,1.2,0,5,0,23,1,128,7,16,1808,1721,1590,12,8,16,0,0,1,2
1784,1,2.2,1,1,1,47,0.1,112,6,3,748,861,3207,13,15,12,1,0,0,3
880,0,2.8,1,0,1,34,0.7,195,6,6,1453,858,1691,7,6,9,1,1,1,0
1623,0,0.9,0,3,0,32,0.9,161,2,4,616,1185,1982,15,6,2,1,1,1,1
1055,0,2.8,0,15,0,3,1,196,4,6,1095,1762,3239,14,12,16,0,1,1,2
948,0,1.1,0,12,0,22,0.4,167,1,11,1319,1447,2672,10,17,17,1,0,1,3
1823,0,1.7,1,13,1,27,0.4,162,2,6,1752,1697,397,11,9,18,1,0,0,0
551,1,2.9,1,4,1,3,0.3,179,7,3,607,1157,1759,14,15,4,1,0,0,1
1058,0,2.6,1,10,0,12,0.4,132,5,15,1906,1906,3689,16,16,8,0,0,0,2
780,0,2.8,0,9,0,18,0.2,101,5,16,1731,598,3527,8,11,19,1,1,1,3
1005,0,2.1,0,8,1,29,0.4,85,3,7,955,1741,1511,8,15,17,1,1,0,0
698,1,1.3,0,3,1,45,0.8,196,4,19,315,1269,2291,17,17,15,1,0,1,1
984,1,2.6,1,1,1,7,0.8,160,7,17,768,1507,1958,13,11,19,1,1,0,2
1865,1,2.2,0,10,0,23,0.6,171,3,14,701,821,3991,17,4,3,1,0,0,3
960,1,2.9,1,12,1,14,0.7,182,5,7,1509,1165,622,10,0,7,1,1,0,0
793,1,1.4,1,3,0,37,0.7,81,4,0,609,968,2283,13,13,8,0,1,1,1
915,1,0.9,0,1,1,36,0.9,161,7,3,418,1594,3128,15,2,14,1,1,0,2
1333,0,2.7,1,16,0,58,0.9,174,7,4,821,714,3199,16,0,2,0,1,0,3
1380,0,1.4,0,13,0,56,0.3,154,7,0,1162,1433,1643,9,12,6,1,0,0,0
750,1,1.8,1,17,1,31,0.5,89,2,15,1448,1003,1702,9,10,7,1,1,1,1
1376,1,2.8,1,10,0,59,0.5,175,1,5,895,715,2319,13,11,7,1,0,1,2
1490,1,2.8,1,9,1,39,0.9,183,2,12,897,1532,2323,11,9,2,1,1,1,3
1402,0,2.2,0,4,1,47,0.9,103,3,16,212,1093,925,14,7,3,1,1,1,0
1657,1,2.9,0,0,0,18,0.9,187,3,4,881,1377,711,5,5,11,0,0,1,1
1163,1,0.5,1,10,0,17,0.1,89,5,11,1762,955,3603,13,5,18,0,1,0,2
1825,1,2,1,8,0,33,0.9,130,4,1,788,1742,2673,8,1,5,0,0,1,3
806,0,0.9,0,18,1,56,0.6,192,7,6,1803,1788,816,6,13,16,1,1,1,0
1077,0,1.3,0,3,0,31,0.6,129,6,8,817,843,1039,6,6,16,0,0,1,1
1071,0,1.1,0,3,0,15,0.4,93,5,6,1404,1890,2748,6,0,5,0,1,1,2
758,1,2.7,0,13,0,28,0.9,187,7,13,924,885,3116,18,0,12,0,1,0,3
1260,1,2.5,1,1,0,22,0.9,159,3,11,1650,1882,365,14,14,4,0,1,1,0
936,0,2.1,0,14,0,14,0.3,184,3,7,1554,1792,2727,18,7,11,0,0,1,1
1000,1,1.4,1,6,0,32,0.7,179,5,18,148,1263,3058,12,16,16,0,1,0,2
1694,1,2,1,0,0,5,0.4,111,4,16,349,999,3466,18,7,6,0,1,0,3
1497,0,2,0,12,1,6,0.3,180,7,15,331,1614,348,7,5,15,1,1,1,0
1250,0,1.9,1,9,0,49,0.2,99,5,7,647,1121,1693,10,8,11,0,0,1,1
1599,1,1.6,1,14,1,17,0.2,98,7,12,1183,1342,2605,15,5,16,1,1,0,2
1288,1,2.2,0,17,0,22,0.3,170,1,13,1657,1987,3549,14,8,7,1,0,1,3
997,1,1.2,1,3,0,14,0.8,102,2,13,1225,1680,1716,14,12,14,1,0,0,0
1954,0,2.5,0,15,1,35,0.6,186,2,7,1177,1951,1147,15,1,6,1,0,1,1
782,0,1.7,1,6,0,14,0.6,159,1,15,997,744,3693,14,7,2,1,0,1,2
1428,1,1.4,1,10,0,50,0.4,189,1,0,226,1360,2852,12,1,10,0,1,0,3
587,0,1.1,0,11,0,37,1,106,6,15,1354,921,1002,18,0,9,0,1,1,0
1309,0,1.1,1,1,0,21,0.5,90,7,12,1589,1755,1065,14,14,19,0,1,0,1
1786,0,0.7,1,4,0,26,0.5,107,3,6,939,811,2286,13,8,3,1,1,1,2
1504,0,2,0,8,1,10,0.8,94,4,7,1454,1976,3575,7,15,4,1,0,1,3
1115,1,0.9,0,3,0,33,0.5,151,3,5,19,599,1387,15,13,3,0,0,1,0
1836,1,1.2,0,16,1,7,0.5,90,6,10,649,1641,1385,14,10,11,1,1,0,1
1424,1,1.3,1,0,0,55,0.3,106,3,12,881,1334,2437,14,13,15,0,0,1,2
1975,1,2.7,0,17,1,13,1,83,7,10,270,726,2914,14,1,17,1,0,0,3
645,1,2.8,0,12,0,63,0.6,98,1,17,933,594,1198,18,1,14,0,0,1,0
1953,1,1.6,0,1,1,31,1,160,2,1,1899,1086,1455,16,1,14,1,1,1,1
936,0,1.1,0,2,1,20,0.8,178,3,8,1759,1449,2124,18,8,6,1,0,1,2
670,1,1.8,1,1,1,38,0.4,129,7,18,1774,1779,2401,15,3,15,1,1,1,3
1032,1,1,0,14,1,16,0.4,96,1,17,985,1333,443,7,0,15,1,1,1,0
518,0,0.5,1,4,0,10,0.9,171,2,16,1653,1887,456,9,0,4,0,1,1,1
931,1,2.9,0,13,1,4,0.5,128,4,7,366,1057,2863,17,1,16,1,0,0,2
1783,1,2.7,1,4,1,50,0.8,109,2,3,804,1646,3295,8,11,9,1,0,0,3
1455,1,2.3,1,14,0,43,0.5,165,6,4,1453,1062,968,9,10,7,0,0,1,0
1065,0,2.6,1,6,0,21,0.2,151,6,0,1849,1175,828,9,1,8,0,1,1,1
1393,0,2.4,0,10,0,21,0.5,158,1,4,406,1305,3211,9,9,19,1,1,0,2
900,1,0.9,0,2,1,44,0.6,151,1,0,1598,640,2316,11,17,16,1,1,1,3
1772,0,0.9,1,3,0,8,0.2,98,6,9,689,916,1841,8,12,5,1,0,0,0
864,0,2.7,0,0,0,57,0.8,103,3,7,1489,1849,1292,6,17,19,0,1,1,1
1023,1,1.8,1,4,0,2,0.4,118,3,14,701,749,2528,11,1,2,0,0,0,2
1136,0,1.5,0,7,0,47,0.3,81,5,18,1463,1856,2615,10,16,4,0,1,1,3
1561,1,0.7,0,10,1,16,0.2,142,6,11,634,1524,1774,7,13,11,1,1,1,0
1328,1,1.9,0,8,0,8,0.9,195,1,2,1220,1826,1965,12,9,18,1,0,1,1
518,0,2.1,0,5,1,23,0.6,130,2,10,292,1153,1274,6,6,19,1,0,1,2
1526,1,1.2,1,7,1,20,0.3,114,3,3,998,656,3800,16,15,18,1,1,1,3
1134,1,1.1,0,13,1,41,0.4,140,4,8,600,1250,1062,18,14,19,1,1,0,0
1161,1,1.2,1,7,0,48,0.5,105,3,3,191,1388,782,14,0,10,1,0,0,1
1482,0,1.9,0,10,1,59,0.4,86,2,6,1925,1450,2077,7,12,9,1,1,0,2
1870,1,2.5,1,16,0,62,0.4,148,5,18,691,513,2970,6,1,9,1,1,0,3
622,1,0.8,1,16,0,42,0.1,157,1,9,1484,1329,1909,7,12,14,1,0,1,0
1379,1,1.4,1,12,1,27,0.8,148,1,14,886,1884,1242,6,4,7,1,1,1,1
1592,0,1.1,1,15,0,3,0.8,135,2,16,381,1941,1750,18,5,7,0,1,0,2
1391,0,2.2,1,13,1,32,0.4,95,1,0,896,736,2950,7,5,10,1,0,0,3
1839,0,1.1,0,9,0,25,0.5,87,5,12,457,1223,1011,11,2,16,1,1,0,0
629,1,0.7,0,11,0,44,0.9,139,1,14,587,1683,1679,16,10,6,0,0,0,1
1504,0,2,0,8,1,21,0.6,138,3,12,308,1504,1474,7,0,8,1,1,0,2
1819,1,0.9,0,12,0,31,0.8,109,5,11,664,1288,2321,11,11,9,1,0,0,3
1182,1,2.4,0,3,0,44,0.8,139,2,2,1295,1728,306,9,13,17,0,1,1,0
947,0,2.8,0,5,1,39,0.1,135,4,9,972,924,2387,6,14,18,1,0,1,1
1403,1,1.7,0,4,0,39,0.8,158,4,5,1600,946,3767,16,2,10,1,0,0,2
1254,0,1,1,13,1,11,0.8,105,3,17,1102,1130,3719,17,4,3,1,1,1,3
1461,1,1,1,12,1,27,0.6,134,3,15,1715,1459,1769,9,13,5,1,0,0,0
1172,0,1.6,0,14,1,34,0.4,197,2,15,1311,1233,846,17,2,5,1,1,0,1
774,0,1.2,1,1,1,21,0.2,188,5,15,1343,692,2205,15,8,3,1,0,0,2
1242,0,2.3,1,10,1,3,0.6,171,2,16,89,1387,3567,7,15,9,1,1,1,3
1345,1,1.2,0,6,0,38,0.7,154,4,14,1351,1742,1432,16,8,6,1,0,1,0
857,0,1.5,1,17,1,29,0.6,169,1,12,1590,1872,561,11,7,12,1,0,0,1
836,1,1.9,1,0,1,16,0.5,121,4,15,634,1860,2453,5,3,4,1,1,0,2
1600,1,0.6,0,6,0,43,0.6,195,3,16,279,1077,3650,18,4,11,0,0,0,3
891,0,1.5,0,11,1,38,0.2,176,2,2,1547,1186,858,13,17,14,1,0,0,0
1364,0,0.9,1,3,1,33,0.4,148,7,19,1493,1724,424,10,16,18,1,0,0,1
718,1,0.6,0,3,0,44,0.6,131,5,17,1414,1513,2474,14,6,2,0,1,0,2
1689,1,1.3,1,7,0,57,0.3,185,4,19,1644,588,2769,9,6,5,0,0,0,3
1848,1,0.8,0,18,1,12,1,128,3,8,27,625,811,17,13,18,1,1,0,0
1549,0,1.7,0,17,0,42,0.7,82,7,10,226,821,1841,11,15,9,1,1,0,1
1108,1,2.7,0,5,0,43,0.3,135,1,5,283,577,3899,13,7,19,1,0,0,2
1001,0,1.4,1,1,0,58,0.2,163,6,1,1503,1817,3052,10,2,12,1,1,1,3
1297,0,2.8,1,9,1,43,0.4,191,6,17,1690,1922,1387,13,12,19,1,1,0,0
1845,0,0.9,0,11,0,62,0.8,103,6,8,710,1438,2187,11,12,8,0,1,1,1
626,1,1,0,11,1,29,0.5,98,7,10,1191,1269,3534,6,2,11,1,1,1,2
1664,0,2.2,1,8,1,28,0.1,82,7,8,1574,628,3471,10,15,19,1,0,1,3
858,1,2.4,1,4,1,46,0.8,132,3,12,1364,1889,806,7,0,17,1,0,0,0
1382,0,2.7,0,14,0,52,0.1,170,6,12,654,587,1599,14,10,16,1,1,0,1
1658,0,1.6,0,6,0,16,0.9,175,1,18,841,1638,2986,18,16,4,1,0,1,2
790,1,1.5,1,1,0,8,0.9,197,5,8,1853,625,3494,13,12,9,1,1,1,3
1992,1,1.2,0,4,0,29,0.1,171,1,3,62,1436,815,16,7,11,1,1,1,0
1053,0,2,1,10,1,7,0.2,112,3,7,781,517,539,14,7,12,1,0,1,1
1852,1,0.7,1,0,0,3,0.4,161,5,13,1040,1027,2445,11,8,15,0,0,0,2
792,1,1.8,0,1,0,29,0.9,192,6,8,1762,1296,3316,16,8,8,0,0,1,3
1203,0,2.2,0,10,0,54,0.4,106,6,0,1549,672,1308,16,12,12,0,1,1,0
789,1,2.4,1,6,0,4,0.6,110,4,17,496,1049,531,18,16,4,1,0,1,1
543,1,2,1,9,1,56,0.1,192,1,18,1657,792,3569,13,10,14,1,1,1,2
589,1,2.9,0,13,0,15,0.6,152,1,4,1884,1003,2994,6,6,17,0,1,1,3
1131,1,2.2,1,3,0,10,0.2,173,1,8,1348,1508,655,18,4,10,0,1,1,0
1589,1,0.7,0,10,0,60,0.5,158,6,3,231,1458,759,10,14,5,1,0,1,1
1988,0,1.7,1,9,1,30,1,81,3,14,1340,1507,1613,17,10,17,1,0,1,2
1954,1,1.2,0,11,0,54,0.4,189,2,14,942,906,3521,6,4,14,0,1,0,3
864,1,1.5,0,1,0,47,0.3,121,4,11,475,1068,1052,9,6,4,0,1,0,0
1898,1,2.1,1,9,0,4,0.4,137,4,10,300,948,2388,16,0,10,0,1,0,1
1761,0,0.6,1,14,1,4,0.1,198,1,15,1631,570,2469,15,9,19,1,1,1,2
1605,0,1.1,1,12,1,16,0.9,196,2,13,136,579,3885,7,3,19,1,0,1,3
1692,1,1.6,0,13,1,21,0.4,181,6,2,342,1520,528,7,13,5,1,1,1,0
1284,1,0.8,0,17,1,11,0.7,103,1,0,964,707,2333,14,11,6,1,1,0,1
1637,0,2.5,0,15,0,44,0.7,167,2,17,1416,907,1440,15,7,14,0,0,0,2
1663,0,2.3,0,2,1,59,0.6,151,1,2,380,1963,2441,15,17,10,1,1,1,3
1876,0,1.2,0,13,0,50,0.2,194,7,1,93,1144,432,18,9,10,0,0,0,0
1451,0,0.6,1,1,1,27,0.4,160,3,13,442,854,2090,8,4,17,1,1,0,1
797,0,2.7,0,11,0,22,0.9,102,3,4,1508,1948,1337,8,2,7,0,0,0,2
1149,1,2,0,11,1,50,0.4,164,5,19,1249,1209,3269,17,12,11,1,0,1,3
1597,0,1.1,1,4,0,21,1,162,2,2,481,662,377,14,8,11,0,0,1,0
1442,0,1.2,0,13,0,22,0.6,119,4,0,257,1444,648,17,10,11,0,1,1,1
1279,1,1.6,1,6,0,28,0.3,136,7,1,221,879,3824,16,5,8,0,0,0,2
905,0,3,0,16,0,8,0.3,153,3,14,1216,1681,2602,13,8,3,0,1,0,3
1500,1,2.4,0,6,0,43,0.3,122,4,8,79,1845,1329,14,17,19,0,0,1,0
1547,0,3,0,16,1,45,0.2,87,1,7,1640,1647,684,18,14,19,1,0,1,1
1871,0,1.1,1,7,0,12,0.4,137,6,19,1368,1968,1195,16,6,4,0,0,0,2
1199,0,2.8,0,13,0,26,0.3,194,6,19,1653,837,2564,9,1,10,1,1,1,3
1505,0,0.5,0,1,1,36,0.9,191,3,3,1346,713,487,7,11,13,1,0,0,0
999,1,1.7,1,13,1,14,0.4,154,5,18,1460,510,1210,12,5,4,1,1,1,1
1449,0,2.6,1,7,1,46,0.4,166,2,9,583,1035,3669,18,0,7,1,0,1,2
782,1,1.7,0,1,1,33,0.8,116,7,11,619,709,2635,5,5,10,1,1,0,3
1202,0,2.2,1,7,0,30,0.4,190,6,6,1539,1362,1464,11,17,4,0,1,1,0
1750,0,1.9,0,17,1,15,0.9,192,5,12,698,1477,1537,13,17,15,1,1,1,1
1886,0,2.6,1,4,0,39,0.6,97,4,1,1925,1117,3534,16,8,10,0,0,1,2
780,0,1.5,0,12,1,44,0.8,152,7,15,561,1004,3859,14,11,19,1,1,1,3
1661,1,0.6,0,2,0,15,0.2,135,4,1,1034,1436,1428,6,10,6,0,1,1,0
1298,0,1,1,5,0,24,0.6,86,3,4,764,879,1046,16,8,13,1,1,1,1
1052,1,2.7,1,15,1,35,0.2,173,3,8,464,1719,3121,18,12,9,1,1,1,2
1320,1,2.2,1,0,1,38,0.3,135,7,3,1188,1552,2816,18,7,8,1,1,0,3
696,0,1.1,0,10,1,40,0.1,163,2,3,372,1916,1614,16,7,5,1,0,1,0
951,0,1.4,1,14,1,40,0.9,164,6,3,1257,862,2782,13,8,2,1,0,1,1
1682,0,2.1,1,16,1,35,0.1,128,7,17,668,1335,1481,10,6,9,1,1,1,2
1278,1,1.2,0,2,1,55,0.2,193,6,0,890,1913,2541,17,7,10,1,1,1,3
1888,0,0.9,0,16,0,3,0.8,131,4,17,1301,1895,606,7,16,9,1,0,0,0
1015,0,1.2,1,8,1,30,0.2,169,3,19,482,1671,2202,11,11,11,1,0,1,1
1330,0,1.4,1,6,0,7,0.2,92,2,0,55,1784,1453,15,3,4,1,0,0,2
959,0,1.9,0,5,0,41,0.3,149,6,0,432,594,3364,7,0,12,1,1,1,3
1625,0,2.4,0,17,0,45,1,191,3,15,422,1174,1213,13,15,7,0,0,0,0
1135,1,1.1,0,7,0,9,0.7,129,6,10,1449,1198,702,13,9,7,0,0,0,1
946,1,1.4,1,8,1,52,0.6,196,1,9,1284,1375,1483,12,1,6,1,1,1,2
653,0,2.4,0,1,0,45,0.2,157,6,16,505,751,3949,5,17,13,1,0,1,3
